Animal Type,Outcome Type,Color,Animal ID
Bird,Adoption,Black,7
Bird,Adoption,Black/Brown,2
Bird,Adoption,Black/Chocolate,5
Bird,Adoption,Black/Cream,3
Bird,Adoption,Black/Gold,1
Bird,Adoption,Black/Red,9
Bird,Adoption,Black/Tan,1
Bird,Adoption,Black/Tricolor,1
Bird,Adoption,Black/White,11
Bird,Adoption,Black/Yellow,1
Bird,Adoption,Blue,6
Bird,Adoption,Blue/Black,2
Bird,Adoption,Blue/Gray,3
Bird,Adoption,Blue/Green,2
Bird,Adoption,Blue/White,7
Bird,Adoption,Blue/Yellow,1
Bird,Adoption,Brown,9
Bird,Adoption,Brown/Black,4
Bird,Adoption,Brown/Green,1
Bird,Adoption,Brown/Red,2
Bird,Adoption,Brown/White,4
Bird,Adoption,Cream/Black,1
Bird,Adoption,Fawn/Black,1
Bird,Adoption,Gray,5
Bird,Adoption,Gray/Black,1
Bird,Adoption,Gray/Brown,1
Bird,Adoption,Gray/Green,1
Bird,Adoption,Gray/Red,1
Bird,Adoption,Gray/White,5
Bird,Adoption,Gray/Yellow,4
Bird,Adoption,Green,4
Bird,Adoption,Green/Black,2
Bird,Adoption,Green/Blue,2
Bird,Adoption,Green/Gray,3
Bird,Adoption,Green/Red,1
Bird,Adoption,Green/Silver,1
Bird,Adoption,Green/White,2
Bird,Adoption,Green/Yellow,9
Bird,Adoption,Red,18
Bird,Adoption,Red/Black,19
Bird,Adoption,Red/Brown,1
Bird,Adoption,Red/Green,1
Bird,Adoption,Red/White,4
Bird,Adoption,Silver,2
Bird,Adoption,Tan,1
Bird,Adoption,Tan/Red,1
Bird,Adoption,Tan/Yellow,1
Bird,Adoption,Tricolor,2
Bird,Adoption,Tricolor/White,7
Bird,Adoption,White,20
Bird,Adoption,White/Black,2
Bird,Adoption,White/Blue,7
Bird,Adoption,White/Brown,3
Bird,Adoption,White/Gray,2
Bird,Adoption,White/Red,1
Bird,Adoption,White/Tan,1
Bird,Adoption,White/Tricolor,1
Bird,Adoption,White/Yellow,4
Bird,Adoption,Yellow,16
Bird,Adoption,Yellow/Black,2
Bird,Adoption,Yellow/Brown,1
Bird,Adoption,Yellow/Gray,1
Bird,Adoption,Yellow/Green,2
Bird,Adoption,Yellow/Red,3
Bird,Adoption,Yellow/White,2
Bird,Died,Black,2
Bird,Died,Blue,1
Bird,Died,Blue/White,2
Bird,Died,Blue/Yellow,1
Bird,Died,Brown,1
Bird,Died,Brown/Black,2
Bird,Died,Gray,2
Bird,Died,Gray/Gray,1
Bird,Died,Gray/White,2
Bird,Died,Gray/Yellow,1
Bird,Died,Green,2
Bird,Died,Red/Black,2
Bird,Died,White,2
Bird,Died,Yellow,3
Bird,Died,Yellow/Gray,1
Bird,Died,Yellow/Green,1
Bird,Disposal,Black,3
Bird,Disposal,Blue/Black,1
Bird,Disposal,Blue/White,1
Bird,Disposal,Brown/Black,1
Bird,Disposal,Gray,2
Bird,Disposal,Gray/White,3
Bird,Disposal,Green,2
Bird,Disposal,Tricolor,1
Bird,Disposal,White,16
Bird,Disposal,Yellow,1
Bird,Euthanasia,Black,19
Bird,Euthanasia,Black/Blue,1
Bird,Euthanasia,Black/Cream,2
Bird,Euthanasia,Black/Red,1
Bird,Euthanasia,Black/White,3
Bird,Euthanasia,Blue,3
Bird,Euthanasia,Blue/Brown,1
Bird,Euthanasia,Blue/White,1
Bird,Euthanasia,Brown,17
Bird,Euthanasia,Brown/Black,4
Bird,Euthanasia,Brown/Gray,3
Bird,Euthanasia,Brown/Green,1
Bird,Euthanasia,Brown/Red,3
Bird,Euthanasia,Brown/White,4
Bird,Euthanasia,Brown/Yellow,1
Bird,Euthanasia,Buff,1
Bird,Euthanasia,Gray,18
Bird,Euthanasia,Gray/Black,1
Bird,Euthanasia,Gray/Brown,1
Bird,Euthanasia,Gray/Tan,1
Bird,Euthanasia,Gray/White,9
Bird,Euthanasia,Green,3
Bird,Euthanasia,Green/Black,1
Bird,Euthanasia,Green/Yellow,1
Bird,Euthanasia,Orange,1
Bird,Euthanasia,Orange/White,1
Bird,Euthanasia,Red,11
Bird,Euthanasia,Red/Black,2
Bird,Euthanasia,Red/Brown,1
Bird,Euthanasia,Red/White,1
Bird,Euthanasia,Tan/White,2
Bird,Euthanasia,Tricolor,2
Bird,Euthanasia,Tricolor/Brown,1
Bird,Euthanasia,White,4
Bird,Euthanasia,White/Brown,2
Bird,Euthanasia,White/Red,1
Bird,Euthanasia,White/Tan,1
Bird,Euthanasia,White/Tricolor,2
Bird,Euthanasia,Yellow/Black,2
Bird,Missing,Black,1
Bird,Relocate,Black,2
Bird,Relocate,Blue/White,1
Bird,Relocate,Brown,2
Bird,Relocate,Brown/Tan,1
Bird,Relocate,Gray,1
Bird,Relocate,Gray/Black,1
Bird,Relocate,Gray/White,1
Bird,Relocate,White/Gray,1
Bird,Return to Owner,Black/Brown,1
Bird,Return to Owner,Black/Red,2
Bird,Return to Owner,Blue,1
Bird,Return to Owner,Blue/White,1
Bird,Return to Owner,Brown,1
Bird,Return to Owner,Brown/White,1
Bird,Return to Owner,Buff/Brown,3
Bird,Return to Owner,Gray,1
Bird,Return to Owner,Gray/Red,3
Bird,Return to Owner,Gray/Yellow,3
Bird,Return to Owner,Green,2
Bird,Return to Owner,Green/Blue,1
Bird,Return to Owner,Green/Orange,2
Bird,Return to Owner,Green/Red,4
Bird,Return to Owner,Green/Tricolor,1
Bird,Return to Owner,Green/Yellow,2
Bird,Return to Owner,Red,2
Bird,Return to Owner,Red/Black,1
Bird,Return to Owner,Tricolor,1
Bird,Return to Owner,White,2
Bird,Return to Owner,White/Black,4
Bird,Return to Owner,White/Blue,1
Bird,Return to Owner,White/Red,1
Bird,Return to Owner,White/Yellow,1
Bird,Return to Owner,Yellow,4
Bird,Return to Owner,Yellow/Blue,1
Bird,Transfer,Black,14
Bird,Transfer,Black/Brown,4
Bird,Transfer,Black/Gray,1
Bird,Transfer,Black/Green,2
Bird,Transfer,Black/Red,4
Bird,Transfer,Black/White,10
Bird,Transfer,Black/Yellow,2
Bird,Transfer,Blue,2
Bird,Transfer,Blue/Gold,1
Bird,Transfer,Blue/Green,1
Bird,Transfer,Blue/White,1
Bird,Transfer,Brown,30
Bird,Transfer,Brown/Black,3
Bird,Transfer,Brown/Gray,1
Bird,Transfer,Brown/Red,1
Bird,Transfer,Brown/Tricolor,1
Bird,Transfer,Brown/White,6
Bird,Transfer,Brown/Yellow,4
Bird,Transfer,Cream,2
Bird,Transfer,Cream/White,1
Bird,Transfer,Gold,2
Bird,Transfer,Gold/Brown,1
Bird,Transfer,Gray,8
Bird,Transfer,Gray/Black,1
Bird,Transfer,Gray/Blue,2
Bird,Transfer,Gray/Brown,1
Bird,Transfer,Gray/Gray,1
Bird,Transfer,Gray/Green,1
Bird,Transfer,Gray/Yellow,1
Bird,Transfer,Green,5
Bird,Transfer,Green/Blue,3
Bird,Transfer,Green/Gray,2
Bird,Transfer,Green/Yellow,1
Bird,Transfer,Orange,1
Bird,Transfer,Red,10
Bird,Transfer,Red/Black,2
Bird,Transfer,Red/Brown,2
Bird,Transfer,Red/White,1
Bird,Transfer,Sable,1
Bird,Transfer,Silver,1
Bird,Transfer,Tan,2
Bird,Transfer,Tan/White,1
Bird,Transfer,Tricolor,5
Bird,Transfer,Tricolor/White,1
Bird,Transfer,White,15
Bird,Transfer,White/Black,6
Bird,Transfer,White/Blue,5
Bird,Transfer,White/Brown,2
Bird,Transfer,White/Buff,1
Bird,Transfer,White/Gray,1
Bird,Transfer,White/Green,1
Bird,Transfer,White/Orange,2
Bird,Transfer,White/Red,2
Bird,Transfer,White/White,2
Bird,Transfer,White/Yellow,1
Bird,Transfer,Yellow,9
Bird,Transfer,Yellow/Black,9
Bird,Transfer,Yellow/Green,1
Bird,Transfer,Yellow/White,1
Cat,Adoption,Agouti,10
Cat,Adoption,Agouti/Brown Tabby,1
Cat,Adoption,Agouti/White,2
Cat,Adoption,Apricot,1
Cat,Adoption,Black,3393
Cat,Adoption,Black Smoke,131
Cat,Adoption,Black Smoke/Black Tabby,4
Cat,Adoption,Black Smoke/White,24
Cat,Adoption,Black Tabby,87
Cat,Adoption,Black Tabby/Black Smoke,1
Cat,Adoption,Black Tabby/White,35
Cat,Adoption,Black Tiger,2
Cat,Adoption,Black/Black,36
Cat,Adoption,Black/Black Smoke,3
Cat,Adoption,Black/Brown,2
Cat,Adoption,Black/Brown Tabby,2
Cat,Adoption,Black/Gray,4
Cat,Adoption,Black/Orange,1
Cat,Adoption,Black/Silver,2
Cat,Adoption,Black/White,2473
Cat,Adoption,Blue,1011
Cat,Adoption,Blue Cream,41
Cat,Adoption,Blue Cream/Blue Tabby,1
Cat,Adoption,Blue Cream/Tortie,1
Cat,Adoption,Blue Cream/White,1
Cat,Adoption,Blue Point,44
Cat,Adoption,Blue Point/Cream,1
Cat,Adoption,Blue Point/White,9
Cat,Adoption,Blue Smoke,9
Cat,Adoption,Blue Smoke/Gray,1
Cat,Adoption,Blue Smoke/White,2
Cat,Adoption,Blue Tabby,1112
Cat,Adoption,Blue Tabby/Blue Cream,2
Cat,Adoption,Blue Tabby/Brown,1
Cat,Adoption,Blue Tabby/Cream,7
Cat,Adoption,Blue Tabby/Tan,1
Cat,Adoption,Blue Tabby/White,608
Cat,Adoption,Blue/Blue,4
Cat,Adoption,Blue/Calico,1
Cat,Adoption,Blue/Orange,2
Cat,Adoption,Blue/Tortie,4
Cat,Adoption,Blue/White,739
Cat,Adoption,Brown,10
Cat,Adoption,Brown Tabby,4082
Cat,Adoption,Brown Tabby/Agouti,3
Cat,Adoption,Brown Tabby/Black,19
Cat,Adoption,Brown Tabby/Black Brindle,1
Cat,Adoption,Brown Tabby/Brown,2
Cat,Adoption,Brown Tabby/Brown Tabby,2
Cat,Adoption,Brown Tabby/Calico,1
Cat,Adoption,Brown Tabby/Cream,2
Cat,Adoption,Brown Tabby/Gray,4
Cat,Adoption,Brown Tabby/Orange,6
Cat,Adoption,Brown Tabby/Orange Tabby,1
Cat,Adoption,Brown Tabby/Silver,4
Cat,Adoption,Brown Tabby/Tortie,4
Cat,Adoption,Brown Tabby/White,2218
Cat,Adoption,Brown Tiger,7
Cat,Adoption,Brown Tiger/White,1
Cat,Adoption,Brown/Black,7
Cat,Adoption,Brown/Seal Point,1
Cat,Adoption,Brown/White,7
Cat,Adoption,Buff,3
Cat,Adoption,Buff/White,3
Cat,Adoption,Calico,1267
Cat,Adoption,Calico Point,28
Cat,Adoption,Calico Point/White,7
Cat,Adoption,Calico/Black,5
Cat,Adoption,Calico/Blue Cream,3
Cat,Adoption,Calico/Brown,2
Cat,Adoption,Calico/Brown Tabby,8
Cat,Adoption,Calico/Calico,1
Cat,Adoption,Calico/Gray,2
Cat,Adoption,Calico/Orange Tabby,1
Cat,Adoption,Calico/Tricolor,2
Cat,Adoption,Calico/White,94
Cat,Adoption,Chocolate,13
Cat,Adoption,Chocolate Point,44
Cat,Adoption,Chocolate Point/Cream,1
Cat,Adoption,Chocolate Point/White,6
Cat,Adoption,Chocolate/Black Smoke,3
Cat,Adoption,Chocolate/Seal Point,1
Cat,Adoption,Chocolate/White,4
Cat,Adoption,Cream,22
Cat,Adoption,Cream Tabby,529
Cat,Adoption,Cream Tabby/Cream Tabby,1
Cat,Adoption,Cream Tabby/Orange Tabby,1
Cat,Adoption,Cream Tabby/White,252
Cat,Adoption,Cream Tiger/Brown Tabby,1
Cat,Adoption,Cream/Blue Point,1
Cat,Adoption,Cream/Brown,5
Cat,Adoption,Cream/Orange,1
Cat,Adoption,Cream/Seal Point,1
Cat,Adoption,Cream/White,12
Cat,Adoption,Fawn,1
Cat,Adoption,Flame Point,196
Cat,Adoption,Flame Point/White,5
Cat,Adoption,Gray,29
Cat,Adoption,Gray Tabby,94
Cat,Adoption,Gray Tabby/Black,7
Cat,Adoption,Gray Tabby/Orange,1
Cat,Adoption,Gray Tabby/White,68
Cat,Adoption,Gray/Black,1
Cat,Adoption,Gray/Gray,2
Cat,Adoption,Gray/Tortie,2
Cat,Adoption,Gray/White,26
Cat,Adoption,Lilac Point,66
Cat,Adoption,Lilac Point/Black,1
Cat,Adoption,Lilac Point/White,5
Cat,Adoption,Lynx Point,419
Cat,Adoption,Lynx Point/Blue,1
Cat,Adoption,Lynx Point/Gray,2
Cat,Adoption,Lynx Point/Tan,1
Cat,Adoption,Lynx Point/Tortie Point,4
Cat,Adoption,Lynx Point/White,43
Cat,Adoption,Orange,28
Cat,Adoption,Orange Tabby,1936
Cat,Adoption,Orange Tabby/Brown,2
Cat,Adoption,Orange Tabby/Cream,3
Cat,Adoption,Orange Tabby/Orange,3
Cat,Adoption,Orange Tabby/Orange Tabby,1
Cat,Adoption,Orange Tabby/White,1117
Cat,Adoption,Orange Tiger,3
Cat,Adoption,Orange/Orange Tabby,1
Cat,Adoption,Orange/White,37
Cat,Adoption,Red Tick,1
Cat,Adoption,Sable,1
Cat,Adoption,Seal Point,242
Cat,Adoption,Seal Point/White,42
Cat,Adoption,Silver,7
Cat,Adoption,Silver Lynx Point,11
Cat,Adoption,Silver Lynx Point/Gray,1
Cat,Adoption,Silver Lynx Point/White,1
Cat,Adoption,Silver Tabby,50
Cat,Adoption,Silver Tabby/Black,1
Cat,Adoption,Silver Tabby/White,25
Cat,Adoption,Silver/Silver Tabby,1
Cat,Adoption,Tan,1
Cat,Adoption,Tan/White,1
Cat,Adoption,Torbie,918
Cat,Adoption,Torbie/Black,1
Cat,Adoption,Torbie/Blue Cream,4
Cat,Adoption,Torbie/Blue Tabby,1
Cat,Adoption,Torbie/Brown Tabby,2
Cat,Adoption,Torbie/Gray,1
Cat,Adoption,Torbie/White,209
Cat,Adoption,Tortie,1281
Cat,Adoption,Tortie Point,87
Cat,Adoption,Tortie Point/Blue,1
Cat,Adoption,Tortie Point/Seal Point,1
Cat,Adoption,Tortie Point/White,8
Cat,Adoption,Tortie/Black,12
Cat,Adoption,Tortie/Black Smoke,1
Cat,Adoption,Tortie/Blue Cream,11
Cat,Adoption,Tortie/Blue Tabby,1
Cat,Adoption,Tortie/Brown,1
Cat,Adoption,Tortie/Gold,1
Cat,Adoption,Tortie/Gray,3
Cat,Adoption,Tortie/Orange,2
Cat,Adoption,Tortie/Tortie,3
Cat,Adoption,Tortie/White,81
Cat,Adoption,White,185
Cat,Adoption,White/Agouti,1
Cat,Adoption,White/Black,477
Cat,Adoption,White/Black Smoke,2
Cat,Adoption,White/Black Tabby,10
Cat,Adoption,White/Blue,171
Cat,Adoption,White/Blue Tabby,61
Cat,Adoption,White/Brown,20
Cat,Adoption,White/Brown Brindle,3
Cat,Adoption,White/Brown Tabby,301
Cat,Adoption,White/Buff,1
Cat,Adoption,White/Calico,14
Cat,Adoption,White/Calico Point,1
Cat,Adoption,White/Chocolate,2
Cat,Adoption,White/Cream,13
Cat,Adoption,White/Cream Tabby,25
Cat,Adoption,White/Flame Point,1
Cat,Adoption,White/Gray,51
Cat,Adoption,White/Gray Tabby,13
Cat,Adoption,White/Lilac Point,1
Cat,Adoption,White/Lynx Point,2
Cat,Adoption,White/Orange,43
Cat,Adoption,White/Orange Tabby,115
Cat,Adoption,White/Red,1
Cat,Adoption,White/Seal Point,4
Cat,Adoption,White/Silver Tabby,1
Cat,Adoption,White/Tan,11
Cat,Adoption,White/Tortie Point,1
Cat,Adoption,White/Tricolor,2
Cat,Adoption,White/White,6
Cat,Adoption,Yellow/Cream,2
Cat,Adoption,Yellow/Orange,1
Cat,Died,Black,121
Cat,Died,Black Smoke,1
Cat,Died,Black Tabby,4
Cat,Died,Black/Black,2
Cat,Died,Black/Brown,1
Cat,Died,Black/White,84
Cat,Died,Blue,28
Cat,Died,Blue Cream,1
Cat,Died,Blue Point,1
Cat,Died,Blue Smoke,1
Cat,Died,Blue Tabby,30
Cat,Died,Blue Tabby/White,15
Cat,Died,Blue/White,14
Cat,Died,Brown Merle,1
Cat,Died,Brown Tabby,125
Cat,Died,Brown Tabby/Black,1
Cat,Died,Brown Tabby/Gray,1
Cat,Died,Brown Tabby/White,69
Cat,Died,Brown/Black,1
Cat,Died,Buff,1
Cat,Died,Buff/White,1
Cat,Died,Calico,30
Cat,Died,Calico/White,2
Cat,Died,Chocolate,1
Cat,Died,Cream,4
Cat,Died,Cream Tabby,15
Cat,Died,Cream Tabby/White,6
Cat,Died,Cream/Seal Point,1
Cat,Died,Cream/White,3
Cat,Died,Flame Point,6
Cat,Died,Flame Point/White,1
Cat,Died,Gray,4
Cat,Died,Gray Tabby,13
Cat,Died,Gray Tabby/Black,2
Cat,Died,Gray Tabby/White,2
Cat,Died,Gray/Gray,1
Cat,Died,Gray/White,4
Cat,Died,Lynx Point,12
Cat,Died,Orange,4
Cat,Died,Orange Tabby,49
Cat,Died,Orange Tabby/White,28
Cat,Died,Orange/White,3
Cat,Died,Seal Point,8
Cat,Died,Torbie,16
Cat,Died,Torbie/White,2
Cat,Died,Tortie,34
Cat,Died,Tortie Point,2
Cat,Died,Tortie/Blue Cream,1
Cat,Died,Tortie/White,1
Cat,Died,White,10
Cat,Died,White/Black,12
Cat,Died,White/Blue,8
Cat,Died,White/Blue Tabby,2
Cat,Died,White/Brown,1
Cat,Died,White/Brown Tabby,9
Cat,Died,White/Cream Tabby,1
Cat,Died,White/Gray,1
Cat,Died,White/Orange,5
Cat,Died,White/Orange Tabby,4
Cat,Died,White/Tortie,1
Cat,Disposal,Black,33
Cat,Disposal,Black Tabby,2
Cat,Disposal,Black/Black,1
Cat,Disposal,Black/White,3
Cat,Disposal,Blue,4
Cat,Disposal,Blue Tabby,1
Cat,Disposal,Brown Tabby,4
Cat,Disposal,Brown Tabby/White,2
Cat,Disposal,Brown/Gray,1
Cat,Disposal,Calico,3
Cat,Disposal,Calico/Calico,1
Cat,Disposal,Calico/White,1
Cat,Disposal,Cream Tabby,1
Cat,Disposal,Gray,3
Cat,Disposal,Gray Tabby,3
Cat,Disposal,Gray/White,3
Cat,Disposal,Lilac Point/Cream,1
Cat,Disposal,Orange,3
Cat,Disposal,Orange Tabby,8
Cat,Disposal,Orange Tabby/White,1
Cat,Disposal,Orange/White,3
Cat,Disposal,Torbie,3
Cat,Disposal,Torbie/White,1
Cat,Disposal,Tortie,2
Cat,Disposal,Tricolor,1
Cat,Disposal,White,3
Cat,Disposal,White/Black,2
Cat,Disposal,White/Brown Tabby,1
Cat,Disposal,White/Gray,1
Cat,Disposal,White/Gray Tabby,1
Cat,Disposal,White/Orange Tabby,1
Cat,Disposal,White/White,1
Cat,Euthanasia,Apricot/White,1
Cat,Euthanasia,Black,292
Cat,Euthanasia,Black Brindle,1
Cat,Euthanasia,Black Smoke,5
Cat,Euthanasia,Black Smoke/Black Tiger,1
Cat,Euthanasia,Black Smoke/White,3
Cat,Euthanasia,Black Tabby,13
Cat,Euthanasia,Black Tabby/Black,1
Cat,Euthanasia,Black Tabby/Brown,1
Cat,Euthanasia,Black Tabby/White,3
Cat,Euthanasia,Black Tiger/White,1
Cat,Euthanasia,Black/Black,5
Cat,Euthanasia,Black/Brown,1
Cat,Euthanasia,Black/Gray,5
Cat,Euthanasia,Black/Orange,1
Cat,Euthanasia,Black/Silver,1
Cat,Euthanasia,Black/White,245
Cat,Euthanasia,Blue,69
Cat,Euthanasia,Blue Cream,4
Cat,Euthanasia,Blue Cream/White,2
Cat,Euthanasia,Blue Point,7
Cat,Euthanasia,Blue Tabby,66
Cat,Euthanasia,Blue Tabby/Black,1
Cat,Euthanasia,Blue Tabby/Cream,1
Cat,Euthanasia,Blue Tabby/White,38
Cat,Euthanasia,Blue/White,47
Cat,Euthanasia,Brown,4
Cat,Euthanasia,Brown Brindle,1
Cat,Euthanasia,Brown Tabby,331
Cat,Euthanasia,Brown Tabby/Black,8
Cat,Euthanasia,Brown Tabby/Brown,1
Cat,Euthanasia,Brown Tabby/Red,1
Cat,Euthanasia,Brown Tabby/White,142
Cat,Euthanasia,Brown Tiger,2
Cat,Euthanasia,Brown Tiger/White,1
Cat,Euthanasia,Brown/Black,4
Cat,Euthanasia,Brown/Brown Tabby,1
Cat,Euthanasia,Brown/Buff,1
Cat,Euthanasia,Brown/White,1
Cat,Euthanasia,Buff,4
Cat,Euthanasia,Calico,87
Cat,Euthanasia,Calico Point,2
Cat,Euthanasia,Calico/Black,1
Cat,Euthanasia,Calico/Brown Tabby,1
Cat,Euthanasia,Calico/Gray Tabby,1
Cat,Euthanasia,Calico/Orange Tabby,1
Cat,Euthanasia,Calico/White,6
Cat,Euthanasia,Chocolate,1
Cat,Euthanasia,Chocolate Point,4
Cat,Euthanasia,Cream,6
Cat,Euthanasia,Cream Tabby,27
Cat,Euthanasia,Cream Tabby/White,12
Cat,Euthanasia,Cream Tiger,1
Cat,Euthanasia,Cream/Seal Point,1
Cat,Euthanasia,Cream/White,1
Cat,Euthanasia,Fawn,1
Cat,Euthanasia,Flame Point,10
Cat,Euthanasia,Gray,20
Cat,Euthanasia,Gray Tabby,27
Cat,Euthanasia,Gray Tabby/Black,2
Cat,Euthanasia,Gray Tabby/White,11
Cat,Euthanasia,Gray/Black,1
Cat,Euthanasia,Gray/Brown,2
Cat,Euthanasia,Gray/Gray Tabby,1
Cat,Euthanasia,Gray/Orange,1
Cat,Euthanasia,Gray/Tortie,1
Cat,Euthanasia,Gray/White,14
Cat,Euthanasia,Lilac Point,9
Cat,Euthanasia,Lilac Point/Cream,1
Cat,Euthanasia,Lilac Point/White,1
Cat,Euthanasia,Lynx Point,31
Cat,Euthanasia,Lynx Point/Tan,1
Cat,Euthanasia,Lynx Point/White,1
Cat,Euthanasia,Orange,17
Cat,Euthanasia,Orange Tabby,167
Cat,Euthanasia,Orange Tabby/Apricot,1
Cat,Euthanasia,Orange Tabby/Brown,3
Cat,Euthanasia,Orange Tabby/White,62
Cat,Euthanasia,Orange Tiger,1
Cat,Euthanasia,Orange/White,18
Cat,Euthanasia,Red,1
Cat,Euthanasia,Red/White,1
Cat,Euthanasia,Seal Point,35
Cat,Euthanasia,Seal Point/White,2
Cat,Euthanasia,Silver,1
Cat,Euthanasia,Silver Tabby,4
Cat,Euthanasia,Tan,2
Cat,Euthanasia,Tan/Black,1
Cat,Euthanasia,Tan/Cream Tabby,1
Cat,Euthanasia,Torbie,46
Cat,Euthanasia,Torbie/White,4
Cat,Euthanasia,Tortie,74
Cat,Euthanasia,Tortie Point,4
Cat,Euthanasia,Tortie/Black,4
Cat,Euthanasia,Tortie/Calico,1
Cat,Euthanasia,Tortie/White,1
Cat,Euthanasia,Tricolor,1
Cat,Euthanasia,Tricolor/Orange,1
Cat,Euthanasia,White,39
Cat,Euthanasia,White/Black,37
Cat,Euthanasia,White/Blue,20
Cat,Euthanasia,White/Blue Tabby,5
Cat,Euthanasia,White/Brown,4
Cat,Euthanasia,White/Brown Tabby,27
Cat,Euthanasia,White/Buff,2
Cat,Euthanasia,White/Calico,3
Cat,Euthanasia,White/Cream,1
Cat,Euthanasia,White/Gray,10
Cat,Euthanasia,White/Gray Tabby,2
Cat,Euthanasia,White/Lynx Point,1
Cat,Euthanasia,White/Orange,6
Cat,Euthanasia,White/Orange Tabby,7
Cat,Euthanasia,White/Red,1
Cat,Euthanasia,White/Seal Point,1
Cat,Euthanasia,White/Silver Tabby,1
Cat,Euthanasia,White/Tan,1
Cat,Euthanasia,White/White,1
Cat,Euthanasia,White/Yellow,1
Cat,Euthanasia,Yellow,1
Cat,Euthanasia,Yellow/Orange,1
Cat,Missing,Black,5
Cat,Missing,Black/White,5
Cat,Missing,Blue,2
Cat,Missing,Blue Tabby,2
Cat,Missing,Blue/White,1
Cat,Missing,Brown Tabby,6
Cat,Missing,Brown Tabby/White,4
Cat,Missing,Calico,2
Cat,Missing,Calico Point,1
Cat,Missing,Lynx Point,1
Cat,Missing,Orange Tabby,2
Cat,Missing,Silver Lynx Point/Gray,1
Cat,Missing,Torbie,1
Cat,Missing,Torbie/White,1
Cat,Missing,Tortie,1
Cat,Missing,White/Black,1
Cat,Missing,White/Brown Tabby,1
Cat,Relocate,Black,1
Cat,Relocate,Black/White,1
Cat,Relocate,Brown Tabby,2
Cat,Relocate,Gray,1
Cat,Return to Owner,Agouti,1
Cat,Return to Owner,Black,290
Cat,Return to Owner,Black Smoke,2
Cat,Return to Owner,Black Smoke/White,1
Cat,Return to Owner,Black Tabby,3
Cat,Return to Owner,Black Tabby/Gray,1
Cat,Return to Owner,Black Tabby/Orange,1
Cat,Return to Owner,Black Tabby/White,1
Cat,Return to Owner,Black/Black,3
Cat,Return to Owner,Black/Brown,1
Cat,Return to Owner,Black/Chocolate,1
Cat,Return to Owner,Black/Seal Point,1
Cat,Return to Owner,Black/White,228
Cat,Return to Owner,Blue,94
Cat,Return to Owner,Blue Cream,3
Cat,Return to Owner,Blue Point,5
Cat,Return to Owner,Blue Smoke,3
Cat,Return to Owner,Blue Tabby,77
Cat,Return to Owner,Blue Tabby/White,36
Cat,Return to Owner,Blue/Cream,1
Cat,Return to Owner,Blue/White,72
Cat,Return to Owner,Brown,6
Cat,Return to Owner,Brown Tabby,314
Cat,Return to Owner,Brown Tabby/Black,6
Cat,Return to Owner,Brown Tabby/Orange,1
Cat,Return to Owner,Brown Tabby/Orange Tabby,1
Cat,Return to Owner,Brown Tabby/White,216
Cat,Return to Owner,Brown/Black,2
Cat,Return to Owner,Brown/White,3
Cat,Return to Owner,Buff,3
Cat,Return to Owner,Calico,108
Cat,Return to Owner,Calico Point,4
Cat,Return to Owner,Calico/Brown Tabby,1
Cat,Return to Owner,Calico/White,2
Cat,Return to Owner,Chocolate,1
Cat,Return to Owner,Chocolate Point,7
Cat,Return to Owner,Chocolate Point/White,1
Cat,Return to Owner,Cream,5
Cat,Return to Owner,Cream Tabby,30
Cat,Return to Owner,Cream Tabby/White,16
Cat,Return to Owner,Cream/White,3
Cat,Return to Owner,Flame Point,21
Cat,Return to Owner,Flame Point/Cream,1
Cat,Return to Owner,Flame Point/White,1
Cat,Return to Owner,Gray,17
Cat,Return to Owner,Gray Tabby,17
Cat,Return to Owner,Gray Tabby/Black,2
Cat,Return to Owner,Gray Tabby/Brown,1
Cat,Return to Owner,Gray Tabby/Brown Tabby,1
Cat,Return to Owner,Gray Tabby/White,9
Cat,Return to Owner,Gray/Black,1
Cat,Return to Owner,Gray/Blue,1
Cat,Return to Owner,Gray/Gray,1
Cat,Return to Owner,Gray/White,14
Cat,Return to Owner,Lilac Point,7
Cat,Return to Owner,Lilac Point/White,1
Cat,Return to Owner,Lynx Point,38
Cat,Return to Owner,Lynx Point/White,13
Cat,Return to Owner,Orange,10
Cat,Return to Owner,Orange Tabby,201
Cat,Return to Owner,Orange Tabby/Orange,1
Cat,Return to Owner,Orange Tabby/White,114
Cat,Return to Owner,Orange/White,22
Cat,Return to Owner,Red,1
Cat,Return to Owner,Seal Point,30
Cat,Return to Owner,Seal Point/Brown,2
Cat,Return to Owner,Seal Point/White,3
Cat,Return to Owner,Silver Lynx Point,2
Cat,Return to Owner,Silver Tabby,4
Cat,Return to Owner,Silver Tabby/White,5
Cat,Return to Owner,Tan/Brown,1
Cat,Return to Owner,Tan/White,1
Cat,Return to Owner,Torbie,66
Cat,Return to Owner,Torbie/Calico,1
